name,hasCustomObject,keyPrefix,label,labelPlural,createable,updateable,deletable,activateable,associateEntityType,associateParentEntity,compactLayoutable,custom,customSetting,deepCloneable,defaultImplementation,deprecatedAndHidden,feedEnabled,hasSubtypes,idEnabled,implementedBy,implementsInterfaces,isInterface,isSubtype,layoutable,mergeable,mruEnabled,networkScopeFieldName,queryable,replicateable,retrieveable,searchable,undeletable,DescribeFields,searchLayoutable,triggerable,RecordTypeInfos
DataStatistics,,05a,Data Statistics,Data Statistics,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
DataStream,true,1ds,Data Stream,Data Streams,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
DataStreamNewFieldEvent,,1e8,Data Stream New Field Event,Data Stream New Field Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,true,
DataStreamStatusEvent,,1e0,Data Stream Status Event,Data Stream Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,true,
DataSyncConnectorEvent,,9cs,Data Sync Connector Status Event,Data Sync Connector Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,true,
DataType,,4dt,Data Type,Data Types,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
DataUseLegalBasis,true,0ZT,Data Use Legal Basis,Data Use Legal Bases,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
DataUsePurpose,true,0ZW,Data Use Purpose,Data Use Purposes,true,true,true,false,,,true,false,false,true,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
DataWeaveResource,,7FY,DataWeave Resource,DataWeave Resources,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionMatrixDefinition,,9QN,Decision Matrix Definition,Decision Matrix Definitions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionMatrixDefinitionVersion,,9QO,Decision Matrix Definition Version,Decision Matrix Definition Versions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionTable,,0lD,Decision Table,Decision Tables,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionTableDatasetLink,,0lX,Decision Table Dataset Link,Decision Table Dataset Links,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionTableParameter,,0lP,Decision Table Parameter,Decision Table Parameters,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionTableSourceCriteria,,0VT,Decision Table Source Criteria,Decision Table Source Criteria,false,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionTblDatasetParameter,,0lZ,Decision Table Dataset Parameter,Decision Table Dataset Parameters,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DecisionTblFileImportData,true,1FI,Decision Table File data,Decision Table File datas,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,true,true,,,true,
DeclinedEventRelation,,,Declined Event Relation,Declined Event Relations,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DelegatedAccount,true,0du,External Managed Account,External Managed Accounts,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,false,,true,true,
DeleteEvent,,00C,Recycle Bin Item,Recycle Bin,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
dfsle__AgreementConfiguration__c,true,a2w,Agreement Configuration,Agreement Configurations,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
dfsle__AuthProvider__mdt,true,m0J,DocuSign Auth Provider Metadata,DocuSign Auth Provider Metadata,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,false,,,,
dfsle__BulkList__c,true,a2x,DocuSign Bulk Send List,DocuSign Bulk Send Lists,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
dfsle__BulkStatus__c,true,a2y,DocuSign Bulk Send Status,DocuSign Bulk Send Status,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
dfsle__CustomParameterMap__c,true,a30,DocuSign Custom Parameter Map,DocuSign Custom Parameter Maps,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
dfsle__CustomRecipient__c,true,a31,DocuSign Custom Recipient,DocuSign Custom Recipients,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,true,
dfsle__Document__c,true,a33,DocuSign Envelope Document,DocuSign Envelope Documents,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
dfsle__Envelope__c,true,a3B,DocuSign Envelope,DocuSign Envelopes,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
dfsle__EnvelopeConfiguration__c,true,a37,DocuSign Envelope Template,DocuSign Envelope Templates,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
dfsle__EnvelopeConfigurationDocument__c,true,a35,DocuSign Envelope Configuration Document,DocuSign Envelope Configuration Document,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,true,
dfsle__EnvelopeConfigurationRecipient__c,true,a36,DocuSign Envelope Configuration Recipien,DocuSign Envelope Configuration Recipien,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,true,
dfsle__EnvelopeLocalization__c,true,a38,DocuSign Localization,DocuSign Localizations,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,true,
dfsle__EnvelopeStatus__c,true,a3A,DocuSign Status,DocuSign Status,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
dfsle__EOS_Type__c,true,a34,EOS Type,EOS Type,true,true,true,false,,,false,true,true,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,,
dfsle__GenTemplate__c,true,a3D,DocuSign Gen Template,DocuSign Gen Templates,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
dfsle__Log__c,true,a3F,DocuSign Log,DocuSign Logs,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
dfsle__Recipient__c,true,a3K,DocuSign Envelope Recipient,DocuSign Envelope Recipients,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
dfsle__RecipientStatus__c,true,a3J,DocuSign Recipient Status,DocuSign Recipient Statuses,true,true,true,false,,,true,true,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
DigitalSignature,true,1DS,Digital Signature,Digital Signatures,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,,,,
DocProcessingStatusEvent,,1Td,Document Processing Status Event,Document Processing Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,true,
Document,,015,Document,Documents,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,true,true,true,true,,,,
DocumentAttachmentMap,,05X,Document Entity Map,Document Entity Map,true,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
Domain,,0I4,Domain,Domains,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DomainSite,,0Jf,Custom URL,Custom URLs,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DuplicateJob,,0PB,Duplicate Job,Duplicate Jobs,false,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,true,true,false,false,,,,
DuplicateJobDefinition,,0PO,Duplicate Job Definition,Duplicate Job Definitions,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DuplicateJobMatchingRule,,0PC,Duplicate Job Matching Rule,Duplicate Job Matching Rules,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
DuplicateJobMatchingRuleDefinition,,0PP,Duplicate Job Matching Rule Definition,Duplicate Job Matching Rule Definitions,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
DuplicateRecordItem,true,0GL,Duplicate Record Item,Duplicate Record Items,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,true,
DuplicateRecordSet,true,0GK,Duplicate Record Set,Duplicate Record Sets,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,,,true,
DuplicateRule,,0Bm,Duplicate Rule,Duplicate Rules,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,true,false,,,,
DynamicDataCapture,true,1Ey,Form,Forms,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
EmailBounceEvent,,16M,Email Bounce Event,Email Bounce Events,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,true,
EmailCapture,,06F,EmailCapture,Email Captures,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EmailDomainFilter,,0T6,Email Domain Filter,Email Domain Filter,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EmailDomainKey,,09P,Email Domain Key,Email Domain Keys,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EmailMessage,true,02s,Email Message,Email Messages,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,true,,true,true,
EmailMessageRelation,,0CZ,Email Message Relation,Email Message Relations,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
EmailRelay,,26Z,Email Relay,Email Relay,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EmailServicesAddress,,093,Email Services Address,Email Services Address,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
EmailServicesFunction,,091,Email Service,Email Services,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
EmailStatus,,018,Email Status,Email Status,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,false,false,false,false,false,,,,
EmailTemplate,,00X,Email Template,Email Templates,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,false,,,,
EmbeddedServiceDetail,,0Lq,Embedded Service,Embedded Services,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
EmbeddedServiceLabel,,0Uu,Embedded Service Label,Embedded Service Labels,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
EmpUserProvisioningProcess,,3wO,Employee User Provisioning Process,Employee User Provisioning Processes,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,,,,
EmpUserProvisionProcessErr,true,9gu,Employee User Provisioning Process Error,Employee User Provisioning Process Errors,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,false,true,,,,
EngagementAttendee,true,0tz,Engagement Attendee,Engagement Attendees,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
EngagementChannelType,true,0eF,Engagement Channel Type,Engagement Channel Types,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
EngagementInteraction,true,0u3,Engagement Interaction,Engagement Interactions,true,true,true,false,,,true,false,false,false,,false,false,false,true,,EngagementInterface,false,false,true,false,true,,true,true,true,true,true,,true,true,
EngagementInterface,true,0xo,Engagement Interface,Engagement Interfaces,false,false,false,false,,,false,false,false,false,,false,false,false,true,EngagementInteraction,MessagingSession,VoiceCall,,true,false,false,false,false,,true,false,true,false,false,,,,
EngagementTopic,true,0uB,Engagement Topic,Engagement Topics,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
EngmtChannelTypeSettings,,19I,Generic Email Setting Result,Generic Email Setting Results,true,true,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EnhancedLetterhead,,0Rn,Enhanced Letterhead,Enhanced Letterheads,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,,
EntityDefinition,,4ie,Entity Definition,Entity Definitions,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,true,false,,,,
EntityParticle,,0Nv,Entity Particle,Entity Particles,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
EntitySubscription,,0E8,Entity Subscription,Entity Subscriptions,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,NetworkId,true,true,true,false,false,,,,
Event,true,00U,Event,Events,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
EventBusSubscriber,,0Cd,Platform Event Subscription,Platform Event Subscription,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
EventLogFile,,0AT,Event Log File,Event Log Files,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EventRelation,,0RE,Event Relation,Event Relations,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
EventRelayConfig,,7k2,Event Relay Config,Event Relay Configs,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EventRelayFeedback,,7k4,Event Relay Feedback,Event Relay Feedbacks,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,true,
EventWhoRelation,,,Event Who Relation,Event Who Relations,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
EvfPipelineSubTaskDetails,,99v,Evf Pipeline Sub Task Details,Evf Pipeline Sub Task Details,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExchangeUserMapping,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expense,true,1V4,Expense,Expenses,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
ExpenseReport,true,6g5,Expense Report,Expense Reports,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
ExpenseReportEntry,true,3zl,Expense Report Entry,Expense Report Entries,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
ExperienceDiagnosticEvent,,7Zk,ExperienceDiagnosticEvent,ExperienceDiagnosticEvents,true,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,true,
ExplainabilityActionDef,,0tU,Explainability Action Definition,Explainability Action Definitions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExplainabilityActionVersion,,0tZ,Explainability Action Version,Explainability Action Versions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExplainabilityMsgTemplate,,8U8,Explainability Message Template,Explainability Message Templates,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,false,false,,,,
ExpressionFilter,true,1GS,Expression Filter,Expression Filters,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,,,,
ExpressionFilterCriteria,true,8BM,Expression Filter Criteria,Expression Filter Criteria,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,,,,
ExpressionSet,true,9QL,Expression Set,Expression Sets,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,,
ExpressionSetDefinition,,9QA,Expression Set Definition,Expression Set Definitions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExpressionSetDefinitionVersion,,9QB,Expression Set Definition Version,Expression Set Definition Versions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExpressionSetMessageToken,,15p,Expression Set Message Token,Expression Set Message Tokens,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,false,false,,,,
ExpressionSetObjectAlias,,0xV,Expression Set Object Alias,Expression Set Object Aliases,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,true,false,,,,
ExpressionSetVersion,true,9QM,Expression Set Version,Expression Set Versions,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,,
ExpressionSetView,,0pz,Expression Set Template,Expression Set Templates,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
ExpsSetObjectAliasFieldVw,,9QT,Expression Set Object Alias Field View,Expression Set Object Alias Field Views,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
ExtDataShare,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExtDataShareTarget,true,1et,Data Share Target,Data Share Targets,true,true,true,false,,,true,false,false,false,,false,true,false,true,,,false,false,true,false,true,,true,true,true,true,true,,true,true,
ExternalClientApplication,,0xI,External Client App,External Client Apps,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExternalDataSource,,0XC,External Data Source,External Data Sources,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,true,,true,false,true,false,false,,,,
ExternalDataSrcDescriptor,,6Ay,External Data Source Descriptor,External Data Source Descriptors,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExternalDataUserAuth,,0XU,External Data User Authentication,External Data User Authentications,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExternalEvent,,0AY,External Event,External Events,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,true,,,,
ExternalEventMapping,true,08N,External Event Mapping,External Event Mappings,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,true,,,,
ExternalSocialAccount,,0AL,Managed Social Account,Managed Social Accounts,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExternalSourceStatusEvent,,2e1,External Source Status Event,External Source Status Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,true,
ExtlClntAppOauthConsumer,,13P,External Client Application OAuth Consumer,External Client Application OAuth Consumers,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppOauthIpRange,,6Wj,External Client App OAuth IP Range,External Client App OAuth IP Ranges,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppOauthPlcyAttr,,15g,External Client App OAuth Policies Custom Attribute,External Client App OAuth Policies Custom Attributes,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppOauthPlcyCnfg,,0yO,External Client App OAuth Policy Config,External Client App OAuth Policy Configs,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppOauthPlcyCustmScp,,1Cb,External Client App OAuth Policies Custom Scope,External Client App OAuth Policies Custom Scope,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppOauthSetAttr,,15h,External Client App OAuth Settings Custom Attribute,External Client App OAuth Settings Custom Attributes,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppOauthSetCustmScp,,1Cf,External Client App OAuth Settings Custom Scope,External Client App OAuth Settings Custom Scope,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppOauthSettings,,3SN,External Client Application OAuth Settings,External Client Application OAuth Settings,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppPlcyCnfg,,196,External Client App Policy Configuration,External Client App Policy Configurations,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppSamplePlcyCnfg,,4B5,External Client Application Sample Policy Configuration,External Client Application Sample Policy Configurations,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
ExtlClntAppSampleSettings,,3AG,External Client Application Sample Settings,External Client Application Sample Settings,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FeedAttachment,,08M,Feed Attachment,Feed Attachments,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FeedComment,,0D7,Feed Comment,Feed Comments,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,true,false,,,true,
FeedItem,true,0D5,Feed Item,Feed Items,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,true,false,,,true,
FeedLike,,0I0,Feed Like,Feed Likes,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,false,false,false,false,false,,,,
FeedPollChoice,,09A,Feed Poll Choice,Feed Poll Choices,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FeedPollVote,,09B,Feed Poll Vote,Feed Poll Votes,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FeedRevision,,08U,Feed Revision,Feed Revisions,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
FeedSignal,,0QJ,Feed Signal,Feed Signals,true,false,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,false,false,false,false,false,,,,
FeedTrackedChange,,0D6,Feed Tracked Change,Feed Tracked Changes,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,false,false,false,false,false,,,,
FieldChangeSnapshot,,6AL,Field Change Snapshot,Field Change Snapshot,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,false,false,false,,,,
FieldDefinition,,4fe,Field Definition,Field Definitions,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,true,false,,,,
FieldPermissions,,01k,Field Permissions,Field Permissions,true,true,true,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FieldSecurityClassification,,,Field Security Classification,Field Security Classifications,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FieldServiceMobileSettings,,0Mf,Field Service Mobile Settings,Field Service Mobile Settings,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,false,true,false,false,,,,
FieldServiceOrgSettings,,0UJ,Field Service Org Settings,Field Service Org Settings,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FieldSvcAddlMobSettings,,8Gc,Field Service Additional Mobile Settings,Field Service Additional Mobile Settings,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,false,true,false,false,,,,
FileSearchActivity,,06h,FileSearchActivity,File Search Activity,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
FiscalYearSettings,,022,Fiscal Year Settings,Fiscal Year Settings,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
FldSvcObjChg,,1JF,Field Service Object Change,Field Service Object Changes,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,false,,,,
FldSvcObjChgDtl,,1Iu,Field Service Object Change Detail,Field Service Object Change Details,false,false,false,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,false,,,,
FlexQueueItem,,06i,Flex Queue Item,Flex Queue Items,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
Flow_Error_Email__mdt,true,m0C,Error Email Recipients,Error Email Recipients,false,false,false,false,,,false,true,false,false,,false,false,false,true,,,false,false,true,false,true,,true,false,true,false,false,,,,
FlowDefinitionView,,3dd,Flow Definition,Flow Definitions,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,true,false,false,false,false,,,,
FlowExecutionErrorEvent,,0eC,Flow Execution Error Event,Flow Execution Error Events,false,false,false,false,,,false,false,false,false,,false,false,false,false,,,false,false,false,false,false,,false,false,false,false,false,,,,
FlowInterview,,0Fo,Flow Interview,Flow Interviews,true,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,false,,true,true,true,false,false,,,,
FlowInterviewLog,,8gZ,Flow Interview Log,Flow Interview Logs,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
FlowInterviewLogEntry,,0f6,Flow Interview Log Entry,Flow Interview Log Entries,false,false,false,false,,,false,false,false,false,,false,false,false,true,,,false,false,false,false,false,,true,true,true,false,false,,,,
FlowOrchestration,,1Fe,Orchestration,Orchestrations,false,true,true,false,,,true,false,false,false,,false,false,false,true,,,false,false,true,false,true,,true,true,true,true,false,,true,true,
